ID;Condição;Chutes;Chutes a gol;Posse de bola;Passes;Faltas;Cartões amarelos;Cartões vermelhos;Impedimentos;Escanteios
7236;Visitante;7;1;61%;557;6;2;0;1;2
7234;Mandante;14;2;43%;422;20;2;0;1;5
7234;Visitante;9;1;57%;553;11;4;0;5;2
7233;Mandante;6;0;25%;246;16;2;0;0;1
7233;Visitante;8;2;75%;719;18;1;0;1;9
7232;Mandante;14;5;44%;436;18;2;0;1;3
7232;Visitante;5;2;56%;562;17;3;0;2;5
7235;Mandante;14;6;32%;294;13;1;0;2;3
7235;Visitante;18;3;68%;612;18;2;0;1;6
7238;Mandante;13;3;49%;450;14;1;0;2;2
7238;Visitante;10;2;51%;462;15;2;0;0;2
7240;Mandante;11;5;45%;387;21;1;0;1;1
7240;Visitante;16;5;55%;445;14;1;0;0;6
7241;Mandante;16;5;61%;501;17;3;0;4;9
7241;Visitante;13;6;39%;324;10;2;1;0;3
7239;Mandante;18;3;68%;599;15;1;0;0;14
7239;Visitante;7;4;32%;306;13;4;0;4;1
7242;Mandante;15;2;31%;296;8;3;0;1;10
7242;Visitante;6;1;69%;673;14;1;0;1;4
7247;Mandante;19;7;55%;500;13;3;0;2;12
7247;Visitante;4;2;45%;437;10;1;0;0;2
7244;Mandante;14;6;52%;460;20;1;0;3;4
7244;Visitante;6;1;48%;442;16;5;1;2;2
7245;Mandante;16;6;55%;496;12;1;0;0;5
7245;Visitante;17;4;45%;407;12;4;0;0;7
7243;Mandante;8;3;59%;497;10;1;0;6;6
7243;Visitante;6;1;41%;359;18;4;0;2;1
7246;Mandante;11;1;40%;411;15;4;0;1;6
7246;Visitante;11;5;60%;638;13;2;0;0;3
7248;Mandante;12;4;56%;427;22;4;0;2;9
7248;Visitante;12;6;44%;337;19;3;0;5;7
7255;Mandante;13;4;51%;399;24;3;1;0;4
7255;Visitante;10;2;49%;392;18;3;1;4;2
7252;Mandante;22;6;45%;333;14;3;0;2;10
7252;Visitante;11;3;55%;415;12;2;0;2;4
7254;Mandante;15;6;40%;355;14;4;0;3;1
7254;Visitante;13;7;60%;540;10;2;0;5;3
7250;Mandante;20;5;47%;342;17;2;0;1;9
7250;Visitante;9;3;53%;414;13;3;0;1;2
7253;Mandante;15;7;40%;326;19;2;0;3;3
7253;Visitante;11;3;60%;467;16;3;0;1;3
7249;Mandante;20;6;70%;632;19;1;0;2;8
7249;Visitante;6;3;30%;278;13;5;0;0;0
7251;Mandante;8;1;51%;439;26;3;0;3;3
7251;Visitante;6;4;49%;439;18;6;0;1;3
7258;Mandante;16;6;57%;588;10;0;0;0;4
7258;Visitante;17;7;43%;440;7;2;0;2;5
7257;Mandante;12;3;60%;619;14;2;0;2;1
7257;Visitante;13;6;40%;409;13;2;2;1;4
7256;Mandante;17;9;42%;446;14;1;0;2;4
7256;Visitante;17;3;58%;610;6;1;0;1;7
7260;Mandante;18;3;56%;457;14;3;0;2;14
7260;Visitante;11;3;44%;396;14;3;0;2;3
7259;Mandante;22;5;72%;568;15;2;0;0;6
7259;Visitante;7;3;28%;225;19;3;1;6;3
7261;Mandante;14;4;73%;668;12;2;0;0;4
7261;Visitante;13;5;27%;238;16;4;0;0;7
7262;Mandante;8;3;48%;303;22;4;0;2;5
7262;Visitante;8;3;52%;326;23;4;0;0;9
7265;Mandante;19;4;53%;462;14;3;0;1;8
7265;Visitante;15;2;47%;417;18;1;0;0;7
7266;Mandante;15;2;57%;467;18;2;0;0;5
7266;Visitante;10;4;43%;372;16;5;0;4;1
7263;Mandante;21;7;42%;391;9;1;0;1;9
7263;Visitante;7;2;58%;548;15;2;0;4;5
7267;Mandante;21;10;57%;447;12;0;0;5;8
7267;Visitante;14;6;43%;329;16;4;0;0;11
7264;Mandante;9;4;42%;405;13;2;0;1;1
7264;Visitante;13;7;58%;563;15;4;0;4;6
7268;Mandante;12;5;39%;323;14;6;0;2;4
7268;Visitante;13;4;61%;487;16;3;0;3;7
7269;Mandante;9;3;48%;397;30;4;0;0;6
7269;Visitante;13;3;52%;449;8;2;0;1;3
7275;Mandante;14;6;47%;369;20;3;0;2;3
7275;Visitante;11;3;53%;403;15;2;0;1;5
7270;Mandante;18;4;57%;463;17;0;0;2;4
7270;Visitante;7;2;43%;365;17;3;0;2;4
7271;Mandante;14;4;51%;425;12;3;0;2;8
7271;Visitante;19;7;49%;421;15;2;0;3;11
7274;Mandante;10;3;33%;291;13;2;0;0;1
7274;Visitante;10;3;67%;573;20;4;0;2;6
7273;Mandante;14;5;53%;449;13;2;0;0;5
7273;Visitante;9;3;47%;414;30;5;0;1;7
7272;Mandante;18;3;66%;533;8;1;0;1;12
7272;Visitante;5;3;34%;297;14;1;0;3;1
7278;Mandante;12;2;46%;412;17;4;0;1;3
7278;Visitante;10;4;54%;457;18;2;0;2;6
7277;Mandante;11;3;53%;409;16;5;0;0;10
7277;Visitante;9;8;47%;383;7;2;0;1;7
7276;Mandante;17;3;47%;434;13;2;0;3;11
7276;Visitante;12;4;53%;504;7;2;0;1;6
7281;Mandante;14;5;62%;509;15;3;0;1;5
7281;Visitante;9;3;38%;318;18;3;0;3;3
7280;Mandante;10;3;44%;338;22;2;0;3;3
7280;Visitante;8;2;56%;432;17;3;0;4;6
7282;Mandante;13;7;40%;382;27;4;0;1;1
7282;Visitante;13;2;60%;546;10;3;0;4;2
7279;Mandante;18;2;64%;499;14;2;0;4;10
7279;Visitante;13;3;36%;287;19;2;0;0;6
7285;Mandante;16;9;51%;493;15;2;0;3;4
7285;Visitante;15;4;49%;479;9;2;0;0;7
7283;Mandante;21;9;60%;463;24;4;0;3;13
7283;Visitante;12;5;40%;340;9;2;1;0;1
7287;Mandante;12;4;63%;586;14;2;0;0;7
7287;Visitante;10;3;37%;357;13;3;0;0;4
7284;Mandante;17;6;42%;358;15;3;0;1;4
7284;Visitante;9;3;58%;505;12;2;0;2;4
7286;Mandante;11;5;63%;601;11;2;0;1;9
7286;Visitante;7;0;37%;357;8;0;0;1;5
7288;Mandante;15;4;61%;535;10;3;1;1;7
7288;Visitante;14;4;39%;348;20;4;0;1;2
7289;Mandante;14;5;57%;454;24;3;1;5;6
7289;Visitante;9;5;43%;362;17;3;1;1;1
7290;Mandante;12;3;49%;413;13;5;0;2;3
7290;Visitante;10;2;51%;417;15;0;0;1;8
7298;Mandante;13;1;48%;501;16;2;0;1;2
7298;Visitante;6;2;52%;528;12;3;0;3;7
7293;Mandante;10;1;52%;476;14;3;0;0;4
7293;Visitante;5;3;48%;455;16;2;0;2;2
7291;Mandante;7;1;43%;365;23;8;0;1;3
7291;Visitante;10;4;57%;471;23;2;0;4;4
7292;Mandante;15;5;45%;340;21;4;3;0;4
7292;Visitante;13;8;55%;408;18;6;3;0;6
7296;Mandante;21;7;37%;332;11;0;0;0;8
7296;Visitante;20;3;63%;554;9;2;0;1;9
7295;Mandante;22;10;40%;333;19;2;0;1;7
7295;Visitante;11;2;60%;510;11;1;0;2;8
7297;Mandante;14;6;54%;472;13;2;0;3;4
7297;Visitante;10;6;46%;402;11;0;0;0;7
7294;Mandante;22;6;68%;672;10;1;0;2;8
7294;Visitante;7;1;32%;314;10;0;0;3;5
7299;Mandante;17;3;33%;291;15;0;0;0;6
7299;Visitante;11;4;67%;575;12;0;0;2;5
7303;Mandante;13;4;52%;382;24;2;0;1;5
7303;Visitante;7;2;48%;368;22;2;0;2;5
7300;Mandante;8;3;49%;424;19;2;0;0;3
7300;Visitante;24;8;51%;421;13;3;0;1;10
7301;Mandante;23;5;61%;648;10;1;0;1;5
7301;Visitante;4;1;39%;424;19;2;0;1;2
7302;Mandante;26;7;71%;552;11;3;0;0;9
7302;Visitante;16;2;29%;228;17;3;1;3;5
7304;Mandante;5;3;49%;399;12;1;0;1;5
7304;Visitante;11;5;51%;420;19;2;0;1;3
7308;Mandante;15;6;54%;521;11;3;0;3;3
7308;Visitante;8;2;46%;453;8;1;0;1;5
7305;Mandante;16;4;54%;425;21;4;0;1;2
7305;Visitante;14;5;46%;362;21;2;0;1;4
7307;Mandante;17;4;49%;410;15;4;0;1;8
7307;Visitante;13;7;51%;429;16;6;0;0;2
7306;Mandante;20;6;53%;436;11;3;1;2;4
7306;Visitante;14;3;47%;388;16;5;0;1;6
7309;Mandante;9;4;57%;497;17;0;0;0;1
7309;Visitante;17;4;43%;357;15;1;1;2;6
7310;Mandante;18;8;46%;315;9;2;0;2;10
7310;Visitante;12;3;54%;377;21;7;0;0;7
7317;Mandante;9;4;33%;269;12;4;1;0;8
7317;Visitante;17;5;67%;521;17;6;0;2;10
7315;Mandante;10;4;44%;405;20;2;0;4;2
7315;Visitante;14;7;56%;506;18;2;1;4;7
7316;Mandante;13;6;38%;337;23;3;0;4;3
7316;Visitante;9;1;62%;543;10;3;0;1;3
7312;Mandante;14;7;55%;402;18;3;0;1;5
7312;Visitante;10;4;45%;330;26;4;1;0;7
7314;Mandante;17;5;57%;430;14;1;0;0;11
7314;Visitante;15;5;43%;353;17;5;0;1;4
7313;Mandante;18;8;60%;548;7;1;0;1;9
7313;Visitante;6;2;40%;377;14;3;1;0;3
7311;Mandante;11;2;52%;391;10;1;0;1;15
7311;Visitante;14;1;48%;400;13;4;0;2;3
7318;Mandante;10;5;60%;601;12;2;0;1;4
7318;Visitante;8;4;40%;418;13;3;0;3;0
7322;Mandante;10;3;38%;301;18;2;0;1;2
7322;Visitante;13;3;62%;491;16;2;1;1;3
7320;Mandante;6;4;58%;557;16;1;1;1;5
7320;Visitante;21;8;42%;392;15;1;0;1;7
7321;Mandante;12;4;46%;494;9;0;0;1;3
7321;Visitante;14;5;54%;570;10;2;0;2;4
7319;Mandante;13;2;44%;391;17;1;0;2;10
7319;Visitante;13;3;56%;503;14;1;0;1;8
7324;Mandante;11;6;43%;315;20;2;0;1;6
7324;Visitante;11;1;57%;420;16;3;0;1;8
7326;Mandante;15;4;49%;439;17;2;0;1;5
7326;Visitante;9;3;51%;436;14;2;0;1;7
7325;Mandante;12;3;65%;566;23;4;0;2;9
7325;Visitante;9;6;35%;302;19;5;0;0;3
7323;Mandante;6;4;43%;426;12;2;1;0;3
7323;Visitante;13;5;57%;525;9;2;1;3;11
7327;Mandante;15;2;36%;262;22;5;0;3;9
7327;Visitante;11;3;64%;472;13;1;0;0;3
7334;Mandante;24;12;53%;450;20;2;0;2;8
7334;Visitante;9;2;47%;419;17;2;0;3;4
7331;Mandante;12;4;52%;490;17;4;0;0;4
7331;Visitante;10;5;48%;472;11;0;0;4;2
7332;Mandante;22;9;58%;547;12;1;0;1;8
7332;Visitante;9;1;42%;420;11;1;0;2;2
7330;Mandante;12;6;48%;398;20;3;0;1;6
7330;Visitante;7;3;52%;421;17;5;0;1;1
7333;Mandante;15;9;54%;442;13;1;0;0;5
7333;Visitante;9;3;46%;388;14;2;0;0;4
7335;Mandante;14;3;58%;509;11;2;0;3;4
7335;Visitante;9;4;42%;387;11;1;0;2;2
7329;Mandante;29;4;74%;614;8;2;0;2;14
7329;Visitante;2;1;26%;234;13;2;0;1;2
7328;Mandante;16;2;58%;443;12;1;0;1;10
7328;Visitante;8;4;42%;340;15;3;0;1;3
7336;Mandante;21;6;58%;510;15;4;0;1;6
7336;Visitante;5;2;42%;405;18;2;0;3;3
7338;Mandante;16;2;46%;381;12;1;0;2;5
7338;Visitante;9;3;54%;460;19;5;0;4;2
7339;Mandante;10;4;34%;311;21;3;0;1;3
7339;Visitante;9;1;66%;607;17;4;0;2;1
7337;Mandante;10;4;57%;537;8;2;0;1;2
7337;Visitante;16;4;43%;387;13;2;0;6;9
7342;Mandante;16;5;49%;388;19;3;0;0;8
7342;Visitante;11;4;51%;407;20;5;0;2;8
7344;Mandante;22;7;67%;557;15;4;0;0;13
7344;Visitante;5;1;33%;284;21;2;0;5;2
7343;Mandante;8;4;51%;516;16;1;0;0;2
7343;Visitante;14;4;49%;489;18;2;0;0;9
7345;Mandante;11;4;41%;327;27;2;0;1;5
7345;Visitante;9;3;59%;493;9;2;0;3;2
7340;Mandante;10;2;47%;348;12;4;0;1;6
7340;Visitante;10;2;53%;392;18;2;0;0;8
7341;Mandante;20;4;63%;555;14;1;0;1;8
7341;Visitante;8;3;37%;341;20;1;0;2;5
7346;Mandante;12;3;64%;562;13;1;0;1;6
7346;Visitante;8;4;36%;329;13;1;0;1;2
7347;Mandante;23;9;51%;373;11;3;0;1;8
7347;Visitante;8;3;49%;385;13;2;0;3;3
7348;Mandante;14;4;46%;377;15;3;0;0;3
7348;Visitante;14;2;54%;443;14;3;0;0;9
7349;Mandante;21;6;48%;438;11;1;0;2;9
7349;Visitante;6;2;52%;482;13;4;0;1;2
7350;Mandante;14;2;53%;423;11;3;1;2;4
7350;Visitante;15;4;47%;393;9;4;1;2;4
7351;Mandante;14;6;47%;375;17;2;0;1;3
7351;Visitante;9;3;53%;407;8;0;0;1;4
7356;Mandante;15;7;45%;398;7;1;0;0;2
7356;Visitante;17;5;55%;491;15;3;0;1;3
7353;Mandante;9;4;52%;420;28;3;0;3;5
7353;Visitante;9;3;48%;402;17;3;0;2;2
7352;Mandante;13;4;41%;310;18;1;1;1;7
7352;Visitante;13;5;59%;460;20;2;0;1;5
7354;Mandante;14;8;54%;559;20;1;0;1;1
7354;Visitante;13;3;46%;481;17;3;0;1;1
7355;Mandante;10;4;56%;453;17;1;0;3;5
7355;Visitante;7;1;44%;357;16;2;0;2;3
7357;Mandante;19;6;60%;545;8;3;0;0;7
7357;Visitante;13;7;40%;376;17;3;0;0;7
7359;Mandante;11;6;53%;463;20;3;0;5;4
7359;Visitante;12;4;47%;409;21;2;1;1;4
7358;Mandante;9;3;59%;649;8;1;0;0;5
7358;Visitante;12;9;41%;466;8;1;0;3;7
7362;Mandante;14;8;32%;263;15;3;0;3;5
7362;Visitante;15;6;68%;553;10;1;0;1;5
7364;Mandante;17;6;75%;547;16;3;0;1;15
7364;Visitante;9;2;25%;190;16;5;0;0;3
7365;Mandante;9;2;54%;471;25;2;0;0;3
7365;Visitante;26;12;46%;416;18;1;0;0;3
7363;Mandante;13;4;46%;411;13;2;0;2;4
7363;Visitante;20;8;54%;494;12;4;0;1;3
7360;Mandante;12;2;54%;535;14;2;0;3;3
7360;Visitante;9;1;46%;457;13;2;0;2;5
7361;Mandante;10;1;53%;517;13;2;1;1;4
7361;Visitante;11;4;47%;459;8;0;0;0;4
7366;Mandante;6;3;39%;358;17;2;0;1;2
7366;Visitante;7;2;61%;561;20;1;0;1;6
7367;Mandante;16;6;58%;464;16;1;0;0;4
7367;Visitante;12;2;42%;335;21;0;1;1;6
7372;Mandante;20;2;62%;517;15;1;0;0;3
7372;Visitante;14;5;38%;343;18;2;0;1;5
7369;Mandante;16;2;45%;349;14;3;0;2;4
7369;Visitante;14;4;55%;413;12;1;0;3;9
7373;Mandante;22;6;69%;506;14;2;0;3;11
7373;Visitante;10;4;31%;230;17;4;1;0;3
7370;Mandante;15;6;54%;459;9;2;0;3;4
7370;Visitante;6;3;46%;422;21;2;0;2;4
7371;Mandante;15;4;45%;452;12;1;0;5;8
7371;Visitante;4;1;55%;550;8;2;1;0;3
7368;Mandante;10;6;67%;752;13;2;0;0;6
7368;Visitante;7;5;33%;378;16;4;0;0;2
7375;Mandante;15;5;65%;555;18;2;0;1;7
7375;Visitante;4;1;35%;313;19;2;0;1;4
7374;Mandante;20;4;74%;718;16;2;0;0;12
7374;Visitante;11;4;26%;256;15;4;0;0;1
7380;Mandante;5;3;48%;357;25;1;0;3;6
7380;Visitante;7;0;52%;385;17;2;0;2;4
7378;Mandante;17;7;62%;458;18;3;0;2;8
7378;Visitante;13;3;38%;281;20;3;1;0;7
7376;Mandante;16;6;56%;493;18;2;0;1;8
7376;Visitante;7;2;44%;398;17;2;0;2;1
7379;Mandante;12;3;46%;422;17;4;0;1;6
7379;Visitante;7;3;54%;488;14;3;0;0;5
7377;Mandante;17;7;43%;314;21;2;0;4;9
7377;Visitante;8;1;57%;420;13;2;0;0;2
7383;Mandante;19;4;59%;448;13;3;0;0;8
7383;Visitante;8;3;41%;325;21;6;1;2;5
7381;Mandante;12;2;51%;469;12;3;0;0;3
7381;Visitante;11;6;49%;443;9;2;1;0;6
7382;Mandante;14;4;57%;495;14;2;0;1;5
7382;Visitante;20;3;43%;387;24;3;0;0;4
7385;Mandante;19;4;36%;329;17;2;0;4;6
7385;Visitante;17;4;64%;582;12;3;0;4;4
7384;Mandante;15;6;49%;428;18;3;0;0;6
7384;Visitante;8;4;51%;445;20;2;0;1;4
7387;Mandante;22;6;68%;484;16;3;0;0;11
7387;Visitante;6;3;32%;236;25;4;0;1;2
7386;Mandante;11;3;55%;475;15;1;0;1;8
7386;Visitante;16;3;45%;399;14;2;0;1;5
7391;Mandante;21;9;58%;533;21;5;0;1;5
7391;Visitante;5;3;42%;394;10;1;1;3;3
7389;Mandante;18;8;57%;476;12;2;0;1;5
7389;Visitante;12;0;43%;352;19;3;0;0;6
7390;Mandante;17;1;59%;571;12;1;0;1;8
7390;Visitante;9;4;41%;412;11;1;0;0;3
7388;Mandante;7;1;56%;522;16;1;0;0;6
7388;Visitante;10;2;44%;416;21;3;0;2;3
7395;Mandante;26;9;65%;515;16;2;0;2;12
7395;Visitante;9;4;35%;285;14;2;0;0;1
7394;Mandante;24;11;60%;534;14;2;0;3;4
7394;Visitante;9;3;40%;357;9;2;0;1;2
7397;Mandante;16;5;51%;369;19;3;0;1;11
7397;Visitante;15;3;49%;371;12;2;0;3;3
7392;Mandante;7;4;36%;297;14;2;1;0;5
7392;Visitante;11;0;64%;540;16;2;0;0;5
7393;Mandante;19;4;51%;457;16;3;0;3;8
7393;Visitante;14;4;49%;445;14;2;0;0;5
7396;Mandante;11;2;57%;360;14;4;0;1;3
7396;Visitante;12;5;43%;297;23;4;0;2;5
7401;Mandante;13;8;48%;409;19;1;0;1;8
7401;Visitante;10;2;52%;436;19;1;0;2;4
7399;Mandante;15;6;42%;352;13;3;0;0;5
7399;Visitante;8;2;58%;509;17;3;0;0;2
7402;Mandante;17;7;31%;263;19;6;0;0;7
7402;Visitante;11;3;69%;611;19;2;0;1;4
7404;Mandante;10;4;47%;371;16;2;0;1;6
7404;Visitante;7;1;53%;424;18;3;0;1;6
7398;Mandante;16;3;37%;277;24;2;0;2;11
7398;Visitante;12;6;63%;498;19;2;0;1;3
7400;Mandante;10;3;46%;346;17;3;0;0;2
7400;Visitante;16;5;54%;394;18;1;0;2;9
7403;Mandante;7;5;38%;371;13;4;0;1;4
7403;Visitante;11;4;62%;602;13;1;0;2;3
7405;Mandante;7;2;51%;578;14;2;0;0;5
7405;Visitante;8;3;49%;568;8;1;0;0;1
7406;Mandante;17;5;63%;527;11;1;0;1;9
7406;Visitante;4;1;37%;312;8;1;0;0;5
7407;Mandante;10;5;44%;450;19;1;0;2;4
7407;Visitante;7;3;56%;555;12;1;0;0;5
7408;Mandante;11;1;55%;423;22;3;0;3;8
7408;Visitante;10;2;45%;369;19;1;0;2;4
7410;Mandante;12;2;54%;392;16;3;0;3;11
7410;Visitante;10;2;46%;353;19;2;0;2;4
7409;Mandante;15;6;62%;492;17;2;0;1;8
7409;Visitante;9;3;38%;304;13;2;0;1;3
7411;Mandante;7;0;59%;615;16;1;0;2;3
7411;Visitante;12;3;41%;423;10;1;0;1;4
7414;Mandante;13;3;55%;397;14;2;0;4;8
7414;Visitante;4;0;45%;348;16;3;0;0;3
7412;Mandante;14;4;41%;315;21;3;0;1;6
7412;Visitante;14;3;59%;457;14;4;0;2;7
7413;Mandante;11;4;42%;347;17;5;0;2;5
7413;Visitante;13;2;58%;471;15;5;0;2;4
7415;Mandante;18;4;37%;296;15;4;0;0;3
7415;Visitante;5;3;63%;530;18;3;0;0;2
7416;Mandante;7;1;52%;432;19;4;1;0;2
7416;Visitante;13;4;48%;395;19;1;1;0;5
7417;Mandante;12;5;53%;434;13;4;0;3;6
7417;Visitante;16;5;47%;385;14;5;1;0;6
7418;Mandante;16;3;48%;321;19;1;0;2;8
7418;Visitante;11;5;52%;349;18;3;0;0;4
7420;Mandante;17;3;42%;404;23;2;0;0;4
7420;Visitante;8;1;58%;551;21;4;0;1;3
7421;Mandante;21;4;62%;553;11;1;0;5;4
7421;Visitante;8;1;38%;334;13;1;0;0;3
7419;Mandante;17;7;38%;302;19;3;0;0;6
7419;Visitante;22;5;62%;488;13;2;1;1;13
7426;Mandante;14;4;47%;419;13;1;1;1;5
7426;Visitante;10;1;53%;464;18;1;1;4;1
7422;Mandante;12;3;40%;362;19;3;0;2;6
7422;Visitante;8;2;60%;551;16;1;0;2;3
7423;Mandante;9;3;42%;384;14;1;0;0;6
7423;Visitante;7;1;58%;555;11;2;0;2;3
7425;Mandante;16;9;49%;456;15;3;0;4;5
7425;Visitante;11;3;51%;474;14;2;0;0;3
7424;Mandante;14;3;55%;425;15;7;0;5;4
7424;Visitante;6;2;45%;354;15;4;0;1;4
7427;Mandante;14;5;70%;634;16;2;0;4;5
7427;Visitante;13;6;30%;273;19;1;0;1;6
7428;Mandante;19;5;52%;323;14;4;0;0;6
7428;Visitante;14;5;48%;318;15;2;1;3;4
7429;Mandante;13;4;49%;452;14;1;0;1;6
7429;Visitante;7;3;51%;476;12;1;0;0;2
7435;Mandante;20;8;60%;550;12;3;0;1;17
7435;Visitante;6;4;40%;380;9;1;0;0;0
7431;Mandante;15;9;58%;502;15;0;0;1;6
7431;Visitante;11;3;42%;374;11;4;0;0;3
7434;Mandante;7;2;51%;438;26;2;0;2;4
7434;Visitante;15;4;49%;421;15;2;0;1;6
7430;Mandante;9;5;55%;580;13;0;0;1;2
7430;Visitante;8;2;45%;469;11;2;0;1;3
7436;Mandante;12;2;52%;396;16;2;0;2;6
7436;Visitante;9;4;48%;367;16;2;0;0;5
7432;Mandante;13;3;61%;519;15;1;0;2;3
7432;Visitante;11;7;39%;352;17;4;0;2;1
7433;Mandante;6;4;46%;428;17;2;0;1;4
7433;Visitante;13;7;54%;508;12;2;0;1;6
7437;Mandante;11;4;57%;394;19;2;1;1;7
7437;Visitante;9;5;43%;316;19;3;0;0;2
7438;Mandante;10;3;62%;480;12;5;0;6;4
7438;Visitante;15;6;38%;292;15;2;1;1;8
7439;Mandante;13;3;54%;444;11;1;0;3;10
7439;Visitante;14;3;46%;397;17;2;1;0;6
7442;Mandante;14;2;51%;532;10;1;0;0;7
7442;Visitante;7;6;49%;540;13;2;0;1;2
7440;Mandante;10;2;39%;453;8;0;0;1;1
7440;Visitante;16;7;61%;707;4;1;0;3;5
7441;Mandante;13;3;32%;257;16;2;0;2;4
7441;Visitante;11;5;68%;562;17;1;0;2;3
7447;Mandante;17;4;44%;334;15;5;0;3;7
7447;Visitante;4;1;56%;433;19;6;0;1;2
7444;Mandante;22;8;63%;563;18;1;0;2;6
7444;Visitante;6;1;37%;326;16;3;1;0;6
7448;Mandante;15;5;63%;512;8;2;0;2;12
7448;Visitante;10;4;37%;317;17;6;0;2;5
7443;Mandante;9;4;39%;276;20;1;0;2;7
7443;Visitante;16;7;61%;423;18;2;0;2;7
7446;Mandante;12;5;61%;483;19;3;0;4;7
7446;Visitante;7;1;39%;314;18;6;1;1;0
7445;Mandante;13;6;44%;335;15;4;0;0;5
7445;Visitante;10;4;56%;421;20;5;0;1;8
7449;Mandante;20;5;40%;317;15;1;0;2;11
7449;Visitante;17;4;60%;480;11;0;1;2;5
7452;Mandante;12;3;43%;382;10;4;0;3;8
7452;Visitante;7;2;57%;534;10;1;0;0;4
7450;Mandante;11;3;54%;504;9;2;0;1;4
7450;Visitante;13;7;46%;432;18;1;0;0;10
7451;Mandante;18;2;59%;447;17;3;1;0;8
7451;Visitante;12;3;41%;327;24;2;0;1;2
7454;Mandante;10;4;64%;678;10;3;0;0;5
7454;Visitante;6;3;36%;397;13;3;0;3;1
7455;Mandante;9;1;36%;279;20;3;0;2;5
7455;Visitante;17;2;64%;497;15;3;0;1;9
7456;Mandante;7;1;61%;458;21;2;0;2;4
7456;Visitante;8;4;39%;312;17;3;0;3;2
7453;Mandante;20;6;76%;603;13;2;0;5;9
7453;Visitante;10;5;24%;203;25;3;1;0;5
7457;Mandante;17;8;70%;618;8;1;0;3;8
7457;Visitante;8;0;30%;269;18;2;0;0;2
7458;Mandante;18;5;51%;444;13;3;0;0;7
7458;Visitante;10;4;49%;428;13;2;0;0;6
7460;Mandante;16;6;52%;404;16;2;0;0;6
7460;Visitante;13;5;48%;389;15;3;0;0;3
7461;Mandante;12;4;44%;359;19;3;0;3;5
7461;Visitante;8;2;56%;466;19;3;0;1;2
7459;Mandante;20;7;68%;542;5;3;0;3;12
7459;Visitante;7;3;32%;276;10;3;0;0;1
7467;Mandante;15;1;58%;409;14;3;0;1;7
7467;Visitante;17;3;42%;314;20;2;0;0;3
7466;Mandante;18;6;56%;511;14;6;0;1;10
7466;Visitante;14;4;44%;410;17;2;1;1;9
7464;Mandante;17;6;58%;386;16;0;0;6;6
7464;Visitante;9;1;42%;289;23;3;1;1;4
7465;Mandante;8;6;33%;326;16;4;0;0;4
7465;Visitante;3;0;67%;648;16;2;0;0;5
7462;Mandante;10;2;60%;510;16;1;0;1;16
7462;Visitante;15;8;40%;362;15;0;0;2;3
7463;Mandante;27;8;70%;566;13;0;0;0;10
7463;Visitante;7;2;30%;256;12;3;0;2;3
7468;Mandante;21;7;57%;474;13;1;0;1;6
7468;Visitante;8;0;43%;377;10;3;0;1;3
7470;Mandante;10;3;52%;486;17;0;0;1;5
7470;Visitante;13;4;48%;462;8;0;0;2;4
7471;Mandante;9;4;65%;492;10;2;0;0;8
7471;Visitante;9;2;35%;274;21;1;0;0;2
7469;Mandante;14;5;32%;252;20;3;0;5;4
7469;Visitante;10;1;68%;559;15;2;0;2;7
7472;Mandante;15;6;48%;447;16;0;0;1;1
7472;Visitante;12;3;52%;468;18;3;0;0;4
7473;Mandante;12;6;43%;375;18;1;0;1;5
7473;Visitante;9;4;57%;502;23;4;0;1;5
7476;Mandante;13;6;55%;500;14;2;1;2;4
7476;Visitante;12;2;45%;417;19;2;0;0;7
7477;Mandante;16;6;38%;300;14;5;1;1;4
7477;Visitante;21;6;62%;448;13;2;0;2;12
7474;Mandante;12;5;55%;516;9;2;0;1;4
7474;Visitante;15;2;45%;424;15;1;0;1;4
7475;Mandante;7;2;31%;317;17;1;1;1;4
7475;Visitante;11;6;69%;699;13;0;0;2;1
7478;Mandante;14;9;48%;387;14;1;0;2;5
7478;Visitante;8;3;52%;418;15;3;0;2;7
7479;Mandante;18;6;62%;552;7;1;0;2;10
7479;Visitante;7;3;38%;346;18;3;0;1;1
7481;Mandante;15;3;61%;483;8;1;0;0;4
7481;Visitante;14;6;39%;315;24;2;1;0;6
7480;Mandante;16;7;49%;372;17;3;0;1;6
7480;Visitante;10;3;51%;391;20;5;1;2;4
7487;Mandante;24;10;70%;531;15;2;0;2;12
7487;Visitante;8;1;30%;240;17;3;0;1;2
7488;Mandante;17;4;69%;617;10;2;0;0;10
7488;Visitante;8;4;31%;293;16;2;0;0;0
7485;Mandante;14;3;55%;429;11;3;0;2;5
7485;Visitante;11;2;45%;363;15;3;0;0;5
7484;Mandante;10;5;40%;317;12;3;0;1;4
7484;Visitante;8;2;60%;486;24;4;0;1;4
7482;Mandante;22;4;71%;496;19;2;0;0;15
7482;Visitante;8;3;29%;210;17;5;0;2;4
7486;Mandante;13;5;61%;600;13;0;0;3;9
7486;Visitante;5;0;39%;400;18;2;0;1;0
7483;Mandante;16;7;70%;565;19;2;0;1;5
7483;Visitante;9;4;30%;242;30;5;0;1;2
7489;Mandante;11;5;37%;288;13;2;0;2;3
7489;Visitante;14;3;63%;494;21;4;0;3;6
7492;Mandante;23;5;67%;534;14;2;1;1;9
7492;Visitante;10;4;33%;273;12;3;0;2;2
7490;Mandante;17;2;56%;484;12;4;0;0;8
